Request id,Pickup point,Driver id,Driver Assigned,Status,Request timestamp,Hours,Drop timestamp,Duration,Day of Week,Cateory
637,Airport,78,Assigned,Trip Completed,2016-07-11 12:24:00,12:24,2016-07-11 13:31:00,66,Monday,Long
1005,City,78,Assigned,Trip Completed,2016-07-11 19:07:00,19:07,2016-07-11 19:53:00,46,Monday,Long
1293,City,78,Assigned,Trip Completed,2016-07-11 22:28:00,22:28,2016-07-11 23:24:00,55,Monday,Long
1664,Airport,78,Assigned,Trip Completed,2016-07-12 07:35:00,7:35,2016-07-12 08:45:00,70,Tuesday,Long
1915,City,78,Assigned,Trip Completed,2016-07-12 10:45:00,10:45,2016-07-12 11:32:00,47,Tuesday,Long
3262,Airport,78,Assigned,Trip Completed,2016-07-13 10:21:02,10:21,2016-07-13 11:08:03,47,Wednesday,Long
3546,City,78,Assigned,Trip Completed,2016-07-13 18:02:46,18:02,2016-07-13 18:48:14,45,Wednesday,Medium
3977,Airport,78,Assigned,Trip Completed,2016-07-13 23:13:11,23:13,2016-07-13 23:50:19,37,Wednesday,Medium
4300,City,78,Assigned,Trip Completed,2016-07-14 06:46:29,6:46,2016-07-14 07:59:18,72,Thursday,Long
4680,City,78,Assigned,Trip Completed,2016-07-14 12:48:45,12:48,2016-07-14 13:34:02,45,Thursday,Medium
4812,City,78,Assigned,Trip Completed,2016-07-14 17:17:14,17:17,2016-07-14 18:20:41,63,Thursday,Long
5972,Airport,78,Assigned,Trip Completed,2016-07-15 11:06:13,11:06,2016-07-15 11:47:09,40,Friday,Medium
645,City,79,Assigned,Trip Completed,2016-07-11 12:39:00,12:39,2016-07-11 13:51:00,71,Monday,Long
732,Airport,79,Assigned,Trip Completed,2016-07-11 15:18:00,15:18,2016-07-11 15:57:00,39,Monday,Medium
1215,Airport,79,Assigned,Trip Completed,2016-07-11 21:33:00,21:33,2016-07-11 22:28:00,55,Monday,Long
1450,Airport,79,Assigned,Trip Completed,2016-07-12 04:46:00,4:46,2016-07-12 05:46:00,59,Tuesday,Long
2044,Airport,79,Assigned,Trip Completed,2016-07-12 14:39:00,14:39,2016-07-12 15:21:00,41,Tuesday,Medium
2420,Airport,79,Assigned,Trip Completed,2016-07-12 20:07:00,20:07,2016-07-12 21:04:00,57,Tuesday,Long
3944,City,79,Assigned,Trip Completed,2016-07-13 22:33:08,22:33,2016-07-13 23:09:11,36,Wednesday,Medium
4369,City,79,Assigned,Trip Completed,2016-07-14 07:37:30,7:37,2016-07-14 08:18:10,40,Thursday,Medium
5070,Airport,79,Assigned,Trip Completed,2016-07-14 19:33:31,19:33,2016-07-14 20:45:20,71,Thursday,Long
5822,Airport,79,Assigned,Trip Completed,2016-07-15 08:53:59,8:53,2016-07-15 09:40:06,46,Friday,Long
6723,City,79,Assigned,Trip Completed,2016-07-15 23:19:28,23:19,2016-07-16 00:08:14,48,Friday,Long
3,Airport,80,Assigned,Trip Completed,2016-07-11 00:24:00,0:24,2016-07-11 01:31:00,66,Monday,Long
70,City,80,Assigned,Trip Completed,2016-07-11 04:34:00,4:34,2016-07-11 05:30:00,55,Monday,Long
256,Airport,80,Assigned,Trip Completed,2016-07-11 06:44:00,6:44,2016-07-11 07:38:00,54,Monday,Long
702,Airport,80,Assigned,Trip Completed,2016-07-11 14:07:00,14:07,2016-07-11 14:50:00,43,Monday,Medium
769,Airport,80,Assigned,Trip Completed,2016-07-11 16:21:00,16:21,2016-07-11 17:25:00,63,Monday,Long
1277,City,80,Assigned,Trip Completed,2016-07-11 22:04:00,22:04,2016-07-11 22:35:00,30,Monday,Medium
2062,Airport,80,Assigned,Trip Completed,2016-07-12 15:00:00,15:00,2016-07-12 15:54:00,53,Tuesday,Long
2399,Airport,80,Assigned,Trip Completed,2016-07-12 19:51:00,19:51,2016-07-12 20:35:00,44,Tuesday,Medium
2645,Airport,80,Assigned,Trip Completed,2016-07-12 22:46:00,22:46,2016-07-12 23:22:00,36,Tuesday,Medium
3468,City,80,Assigned,Trip Completed,2016-07-13 17:08:17,17:08,2016-07-13 17:46:15,37,Wednesday,Medium
3826,Airport,80,Assigned,Trip Completed,2016-07-13 21:16:30,21:16,2016-07-13 21:51:36,35,Wednesday,Medium
5384,Airport,80,Assigned,Trip Completed,2016-07-14 00:03:40,0:03,2016-07-14 01:03:59,60,Thursday,Long
6460,City,80,Assigned,Trip Completed,2016-07-15 20:09:35,20:09,2016-07-15 20:52:51,43,Friday,Medium
269,City,81,Assigned,Trip Completed,2016-07-11 06:44:00,6:44,2016-07-11 07:43:00,59,Monday,Long
336,Airport,81,Assigned,Trip Completed,2016-07-11 07:50:00,7:50,2016-07-11 08:44:00,53,Monday,Long
1241,Airport,81,Assigned,Trip Completed,2016-07-11 21:38:00,21:38,2016-07-11 22:42:00,63,Monday,Long
1651,Airport,81,Assigned,Trip Completed,2016-07-12 07:21:00,7:21,2016-07-12 07:59:00,37,Tuesday,Medium
1963,City,81,Assigned,Trip Completed,2016-07-12 11:58:00,11:58,2016-07-12 13:01:00,62,Tuesday,Long
2368,City,81,Assigned,Trip Completed,2016-07-12 19:32:00,19:32,2016-07-12 20:23:00,51,Tuesday,Long
3004,Airport,81,Assigned,Trip Completed,2016-07-13 07:17:33,7:17,2016-07-13 08:26:41,69,Wednesday,Long
3310,City,81,Assigned,Trip Completed,2016-07-13 11:55:29,11:55,2016-07-13 12:57:04,61,Wednesday,Long
3391,City,81,Assigned,Trip Completed,2016-07-13 14:34:59,14:34,2016-07-13 15:50:57,75,Wednesday,Long
4194,Airport,81,Assigned,Trip Completed,2016-07-14 05:27:03,5:27,2016-07-14 06:13:22,46,Thursday,Long
5728,City,81,Assigned,Trip Completed,2016-07-15 07:42:06,7:42,2016-07-15 08:45:07,63,Friday,Long
6091,City,81,Assigned,Trip Completed,2016-07-15 14:37:20,14:37,2016-07-15 15:17:05,39,Friday,Medium
6748,Airport,81,Assigned,Trip Completed,2016-07-15 23:45:24,23:45,2016-07-16 00:51:38,66,Friday,Long
286,City,82,Assigned,Trip Completed,2016-07-11 06:58:00,6:58,2016-07-11 07:54:00,56,Monday,Long
547,Airport,82,Assigned,Trip Completed,2016-07-11 10:01:00,10:01,2016-07-11 10:47:00,46,Monday,Long
574,City,82,Assigned,Trip Completed,2016-07-11 10:58:00,10:58,2016-07-11 11:39:00,41,Monday,Medium
936,Airport,82,Assigned,Trip Completed,2016-07-11 18:28:00,18:28,2016-07-11 19:25:00,57,Monday,Long
1514,Airport,82,Assigned,Trip Completed,2016-07-12 05:41:00,5:41,2016-07-12 06:18:00,36,Tuesday,Medium
1656,City,82,Assigned,Trip Completed,2016-07-12 07:26:00,7:26,2016-07-12 08:35:00,69,Tuesday,Long
2405,Airport,82,Assigned,Trip Completed,2016-07-12 20:01:00,20:01,2016-07-12 20:53:00,52,Tuesday,Long
3372,Airport,82,Assigned,Trip Completed,2016-07-13 14:03:18,14:03,2016-07-13 14:37:56,34,Wednesday,Medium
4215,Airport,82,Assigned,Trip Completed,2016-07-14 05:40:49,5:40,2016-07-14 06:38:45,57,Thursday,Long
6486,City,82,Assigned,Trip Completed,2016-07-15 20:26:16,20:26,2016-07-15 21:08:34,42,Friday,Medium
520,City,83,Assigned,Trip Completed,2016-07-11 09:47:00,9:47,2016-07-11 10:43:00,56,Monday,Long
1285,City,83,Assigned,Trip Completed,2016-07-11 22:13:00,22:13,2016-07-11 23:17:00,63,Monday,Long
3394,City,83,Assigned,Trip Completed,2016-07-13 14:51:48,14:51,2016-07-13 15:32:12,40,Wednesday,Medium
3520,City,83,Assigned,Trip Completed,2016-07-13 17:43:14,17:43,2016-07-13 18:36:58,53,Wednesday,Long
4998,City,83,Assigned,Trip Completed,2016-07-14 18:52:48,18:52,2016-07-14 20:04:07,71,Thursday,Long
5377,City,83,Assigned,Trip Completed,2016-07-14 23:42:02,23:42,2016-07-15 00:39:38,57,Thursday,Long
5759,City,83,Assigned,Trip Completed,2016-07-15 08:16:35,8:16,2016-07-15 08:54:41,38,Friday,Medium
422,City,84,Assigned,Trip Completed,2016-07-11 08:42:00,8:42,2016-07-11 09:56:00,74,Monday,Long
578,Airport,84,Assigned,Trip Completed,2016-07-11 11:03:00,11:03,2016-07-11 11:53:00,49,Monday,Long
3035,City,84,Assigned,Trip Completed,2016-07-13 07:31:14,7:31,2016-07-13 08:47:40,76,Wednesday,Long
3728,Airport,84,Assigned,Trip Completed,2016-07-13 20:03:07,20:03,2016-07-13 21:16:50,73,Wednesday,Long
4097,City,84,Assigned,Trip Completed,2016-07-14 03:15:23,3:15,2016-07-14 04:05:22,49,Thursday,Long
5184,City,84,Assigned,Trip Completed,2016-07-14 20:42:24,20:42,2016-07-14 21:49:56,67,Thursday,Long
5404,City,84,Assigned,Trip Completed,2016-07-15 01:12:58,1:12,2016-07-15 02:05:26,52,Friday,Long
5525,Airport,84,Assigned,Trip Completed,2016-07-15 05:18:23,5:18,2016-07-15 06:36:52,78,Friday,Long
6392,Airport,84,Assigned,Trip Completed,2016-07-15 19:24:23,19:24,2016-07-15 20:31:59,67,Friday,Long
603,Airport,85,Assigned,Trip Completed,2016-07-11 11:43:00,11:43,2016-07-11 12:56:00,73,Monday,Long
1956,City,85,Assigned,Trip Completed,2016-07-12 11:45:00,11:45,2016-07-12 12:32:00,46,Tuesday,Long
2914,Airport,85,Assigned,Trip Completed,2016-07-13 06:16:45,6:16,2016-07-13 06:51:33,34,Wednesday,Medium
3434,Airport,85,Assigned,Trip Completed,2016-07-13 16:07:30,16:07,2016-07-13 16:48:47,41,Wednesday,Medium
3454,City,85,Assigned,Trip Completed,2016-07-13 16:57:25,16:57,2016-07-13 18:07:08,69,Wednesday,Long
3809,City,85,Assigned,Trip Completed,2016-07-13 20:58:30,20:58,2016-07-13 21:43:20,44,Wednesday,Medium
3947,Airport,85,Assigned,Trip Completed,2016-07-13 22:39:30,22:39,2016-07-13 23:15:31,36,Wednesday,Medium
4319,Airport,85,Assigned,Trip Completed,2016-07-14 06:54:47,6:54,2016-07-14 08:09:53,75,Thursday,Long
4716,City,85,Assigned,Trip Completed,2016-07-14 13:36:45,13:36,2016-07-14 14:08:52,32,Thursday,Medium
5790,Airport,85,Assigned,Trip Completed,2016-07-15 08:31:42,8:31,2016-07-15 09:40:10,68,Friday,Long
6205,Airport,85,Assigned,Trip Completed,2016-07-15 17:26:43,17:26,2016-07-15 18:38:55,72,Friday,Long
6727,Airport,85,Assigned,Trip Completed,2016-07-15 23:25:29,23:25,2016-07-16 00:19:56,54,Friday,Long
51,City,86,Assigned,Trip Completed,2016-07-11 03:34:00,3:34,2016-07-11 04:33:00,59,Monday,Long
446,City,86,Assigned,Trip Completed,2016-07-11 09:07:00,9:07,2016-07-11 10:08:00,60,Monday,Long
1252,City,86,Assigned,Trip Completed,2016-07-11 21:51:00,21:51,2016-07-11 22:58:00,66,Monday,Long
1380,Airport,86,Assigned,Trip Completed,2016-07-12 01:01:00,1:01,2016-07-12 02:15:00,74,Tuesday,Long
1638,City,86,Assigned,Trip Completed,2016-07-12 07:15:00,7:15,2016-07-12 07:50:00,34,Tuesday,Medium
2152,Airport,86,Assigned,Trip Completed,2016-07-12 17:25:00,17:25,2016-07-12 17:55:00,30,Tuesday,Medium
3125,City,86,Assigned,Trip Completed,2016-07-13 08:45:44,8:45,2016-07-13 09:19:27,33,Wednesday,Medium
3366,City,86,Assigned,Trip Completed,2016-07-13 13:45:51,13:45,2016-07-13 14:34:41,48,Wednesday,Long
4632,Airport,86,Assigned,Trip Completed,2016-07-14 11:21:39,11:21,2016-07-14 12:20:11,58,Thursday,Long
5924,City,86,Assigned,Trip Completed,2016-07-15 10:09:09,10:09,2016-07-15 10:47:56,38,Friday,Medium
6133,Airport,86,Assigned,Trip Completed,2016-07-15 15:43:08,15:43,2016-07-15 16:15:26,32,Friday,Medium
6316,Airport,86,Assigned,Trip Completed,2016-07-15 18:35:07,18:35,2016-07-15 19:07:32,32,Friday,Medium
6609,City,86,Assigned,Trip Completed,2016-07-15 21:44:29,21:44,2016-07-15 22:55:40,71,Friday,Long
246,Airport,87,Assigned,Trip Completed,2016-07-11 06:35:00,6:35,2016-07-11 07:10:00,34,Monday,Medium
980,Airport,87,Assigned,Trip Completed,2016-07-11 19:00:00,19:00,2016-07-11 20:15:00,75,Monday,Long
1677,City,87,Assigned,Trip Completed,2016-07-12 07:38:00,7:38,2016-07-12 08:16:00,37,Tuesday,Medium
4620,City,87,Assigned,Trip Completed,2016-07-14 10:59:15,10:59,2016-07-14 12:14:06,74,Thursday,Long
4848,Airport,87,Assigned,Trip Completed,2016-07-14 17:33:47,17:33,2016-07-14 18:16:00,42,Thursday,Medium
5402,Airport,87,Assigned,Trip Completed,2016-07-15 01:06:24,1:06,2016-07-15 01:48:20,41,Friday,Medium
5971,Airport,87,Assigned,Trip Completed,2016-07-15 11:04:56,11:04,2016-07-15 11:47:41,42,Friday,Medium
6113,City,87,Assigned,Trip Completed,2016-07-15 15:15:03,15:15,2016-07-15 16:22:39,67,Friday,Long
6508,City,87,Assigned,Trip Completed,2016-07-15 20:40:24,20:40,2016-07-15 21:39:52,59,Friday,Long
746,Airport,88,Assigned,Trip Completed,2016-07-11 15:47:00,15:47,2016-07-11 16:34:00,47,Monday,Long
1488,Airport,88,Assigned,Trip Completed,2016-07-12 05:31:00,5:31,2016-07-12 06:38:00,66,Tuesday,Long
1838,City,88,Assigned,Trip Completed,2016-07-12 09:40:00,9:40,2016-07-12 10:10:00,29,Tuesday,Medium
2839,Airport,88,Assigned,Trip Completed,2016-07-13 05:20:59,5:20,2016-07-13 06:05:31,44,Wednesday,Medium
4391,City,88,Assigned,Trip Completed,2016-07-14 07:52:04,7:52,2016-07-14 09:02:00,69,Thursday,Long
4701,City,88,Assigned,Trip Completed,2016-07-14 13:09:42,13:09,2016-07-14 13:49:32,39,Thursday,Medium
5171,Airport,88,Assigned,Trip Completed,2016-07-14 20:29:51,20:29,2016-07-14 21:35:12,65,Thursday,Long
5962,City,88,Assigned,Trip Completed,2016-07-15 10:48:38,10:48,2016-07-15 11:55:36,66,Friday,Long
6118,City,88,Assigned,Trip Completed,2016-07-15 15:17:12,15:17,2016-07-15 16:19:24,62,Friday,Long
6450,City,88,Assigned,Trip Completed,2016-07-15 20:01:09,20:01,2016-07-15 20:59:46,58,Friday,Long
257,Airport,89,Assigned,Trip Completed,2016-07-11 06:38:00,6:38,2016-07-11 07:50:00,72,Monday,Long
708,Airport,89,Assigned,Trip Completed,2016-07-11 14:16:00,14:16,2016-07-11 14:48:00,31,Monday,Medium
891,Airport,89,Assigned,Trip Completed,2016-07-11 18:10:00,18:10,2016-07-11 19:14:00,63,Monday,Long
1748,City,89,Assigned,Trip Completed,2016-07-12 08:33:00,8:33,2016-07-12 09:14:00,41,Tuesday,Medium
2625,City,89,Assigned,Trip Completed,2016-07-12 22:09:00,22:09,2016-07-12 23:18:00,68,Tuesday,Long
3989,City,89,Assigned,Trip Completed,2016-07-13 23:21:15,23:21,2016-07-14 00:31:11,69,Wednesday,Long
5285,Airport,89,Assigned,Trip Completed,2016-07-14 21:42:42,21:42,2016-07-14 22:12:28,29,Thursday,Medium
6461,City,89,Assigned,Trip Completed,2016-07-15 20:12:18,20:12,2016-07-15 21:12:20,60,Friday,Long
1563,Airport,90,Assigned,Trip Completed,2016-07-12 06:16:00,6:16,2016-07-12 07:32:00,75,Tuesday,Long
2207,Airport,90,Assigned,Trip Completed,2016-07-12 17:56:00,17:56,2016-07-12 19:14:00,78,Tuesday,Long
2879,City,90,Assigned,Trip Completed,2016-07-13 05:59:51,5:59,2016-07-13 06:50:15,50,Wednesday,Long
3644,Airport,90,Assigned,Trip Completed,2016-07-13 19:08:59,19:08,2016-07-13 19:54:48,45,Wednesday,Medium
3996,Airport,90,Assigned,Trip Completed,2016-07-13 23:36:34,23:36,2016-07-14 00:35:55,59,Wednesday,Long
4355,City,90,Assigned,Trip Completed,2016-07-14 07:19:07,7:19,2016-07-14 07:59:34,40,Thursday,Medium
4758,City,90,Assigned,Trip Completed,2016-07-14 15:26:32,15:26,2016-07-14 16:07:31,40,Thursday,Medium
6001,Airport,90,Assigned,Trip Completed,2016-07-15 12:07:54,12:07,2016-07-15 13:18:10,70,Friday,Long
1181,Airport,91,Assigned,Trip Completed,2016-07-11 21:04:00,21:04,2016-07-11 22:06:00,61,Monday,Long
1297,City,91,Assigned,Trip Completed,2016-07-11 22:22:00,22:22,2016-07-11 23:03:00,41,Monday,Medium
1429,City,91,Assigned,Trip Completed,2016-07-12 04:41:00,4:41,2016-07-12 05:22:00,40,Tuesday,Medium
2104,City,91,Assigned,Trip Completed,2016-07-12 16:07:00,16:07,2016-07-12 17:04:00,56,Tuesday,Long
2736,City,91,Assigned,Trip Completed,2016-07-13 02:43:10,2:43,2016-07-13 03:54:57,71,Wednesday,Long
3615,City,91,Assigned,Trip Completed,2016-07-13 18:56:23,18:56,2016-07-13 19:43:28,47,Wednesday,Long
4719,Airport,91,Assigned,Trip Completed,2016-07-14 13:43:28,13:43,2016-07-14 14:46:06,62,Thursday,Long
4748,City,91,Assigned,Trip Completed,2016-07-14 15:03:23,15:03,2016-07-14 16:22:04,78,Thursday,Long
870,City,92,Assigned,Trip Completed,2016-07-11 17:57:00,17:57,2016-07-11 18:41:00,43,Monday,Medium
2124,Airport,92,Assigned,Trip Completed,2016-07-12 16:53:00,16:53,2016-07-12 17:31:00,37,Tuesday,Medium
2457,Airport,92,Assigned,Trip Completed,2016-07-12 20:31:00,20:31,2016-07-12 21:39:00,68,Tuesday,Long
2621,City,92,Assigned,Trip Completed,2016-07-12 22:05:00,22:05,2016-07-12 22:58:00,52,Tuesday,Long
3168,City,92,Assigned,Trip Completed,2016-07-13 09:12:04,9:12,2016-07-13 10:08:48,56,Wednesday,Long
3285,Airport,92,Assigned,Trip Completed,2016-07-13 10:59:12,10:59,2016-07-13 12:00:50,61,Wednesday,Long
3315,City,92,Assigned,Trip Completed,2016-07-13 12:09:28,12:09,2016-07-13 13:19:04,69,Wednesday,Long
5585,City,92,Assigned,Trip Completed,2016-07-15 05:58:43,5:58,2016-07-15 07:10:36,71,Friday,Long
6235,City,92,Assigned,Trip Completed,2016-07-15 17:47:05,17:47,2016-07-15 18:20:13,33,Friday,Medium
913,Airport,93,Assigned,Trip Completed,2016-07-11 18:18:00,18:18,2016-07-11 19:15:00,57,Monday,Long
1852,City,93,Assigned,Trip Completed,2016-07-12 09:43:00,9:43,2016-07-12 10:58:00,74,Tuesday,Long
3117,Airport,93,Assigned,Trip Completed,2016-07-13 08:34:53,8:34,2016-07-13 09:07:49,32,Wednesday,Medium
3392,Airport,93,Assigned,Trip Completed,2016-07-13 14:46:13,14:46,2016-07-13 15:17:16,31,Wednesday,Medium
4722,City,93,Assigned,Trip Completed,2016-07-14 13:50:32,13:50,2016-07-14 14:59:32,68,Thursday,Long
692,Airport,94,Assigned,Trip Completed,2016-07-11 13:49:00,13:49,2016-07-11 14:29:00,40,Monday,Medium
1351,Airport,94,Assigned,Trip Completed,2016-07-11 23:44:00,23:44,2016-07-12 00:49:00,65,Monday,Long
1800,City,94,Assigned,Trip Completed,2016-07-12 09:09:00,9:09,2016-07-12 10:05:00,56,Tuesday,Long
2434,City,94,Assigned,Trip Completed,2016-07-12 20:16:00,20:16,2016-07-12 21:15:00,58,Tuesday,Long
3212,City,94,Assigned,Trip Completed,2016-07-13 09:48:28,9:48,2016-07-13 10:45:47,57,Wednesday,Long
3340,City,94,Assigned,Trip Completed,2016-07-13 12:45:18,12:45,2016-07-13 13:37:51,52,Wednesday,Long
3598,Airport,94,Assigned,Trip Completed,2016-07-13 18:38:49,18:38,2016-07-13 19:40:08,61,Wednesday,Long
53,Airport,95,Assigned,Trip Completed,2016-07-11 03:30:00,3:30,2016-07-11 04:22:00,51,Monday,Long
3558,Airport,95,Assigned,Trip Completed,2016-07-13 18:14:56,18:14,2016-07-13 18:51:03,36,Wednesday,Medium
4257,City,95,Assigned,Trip Completed,2016-07-14 06:10:44,6:10,2016-07-14 07:08:09,57,Thursday,Long
4869,City,95,Assigned,Trip Completed,2016-07-14 17:49:44,17:49,2016-07-14 18:20:32,30,Thursday,Medium
5548,City,95,Assigned,Trip Completed,2016-07-15 05:24:22,5:24,2016-07-15 06:06:40,42,Friday,Medium
5630,Airport,95,Assigned,Trip Completed,2016-07-15 06:32:35,6:32,2016-07-15 07:14:40,42,Friday,Medium
6645,City,95,Assigned,Trip Completed,2016-07-15 22:10:21,22:10,2016-07-15 23:00:45,50,Friday,Long
156,Airport,96,Assigned,Trip Completed,2016-07-11 05:35:00,5:35,2016-07-11 06:40:00,65,Monday,Long
350,City,96,Assigned,Trip Completed,2016-07-11 07:53:00,7:53,2016-07-11 08:40:00,46,Monday,Long
976,Airport,96,Assigned,Trip Completed,2016-07-11 18:54:00,18:54,2016-07-11 19:48:00,53,Monday,Long
1344,City,96,Assigned,Trip Completed,2016-07-11 23:35:00,23:35,2016-07-12 00:39:00,63,Monday,Long
1524,City,96,Assigned,Trip Completed,2016-07-12 05:50:00,5:50,2016-07-12 06:59:00,69,Tuesday,Long
2143,Airport,96,Assigned,Trip Completed,2016-07-12 17:15:00,17:15,2016-07-12 17:56:00,40,Tuesday,Medium
2353,City,96,Assigned,Trip Completed,2016-07-12 19:31:00,19:31,2016-07-12 20:23:00,52,Tuesday,Long
3028,Airport,96,Assigned,Trip Completed,2016-07-13 07:28:45,7:28,2016-07-13 08:14:23,45,Wednesday,Medium
3913,Airport,96,Assigned,Trip Completed,2016-07-13 22:14:24,22:14,2016-07-13 22:56:32,42,Wednesday,Medium
4274,City,96,Assigned,Trip Completed,2016-07-14 06:18:59,6:18,2016-07-14 07:27:20,68,Thursday,Long
4673,City,96,Assigned,Trip Completed,2016-07-14 12:35:29,12:35,2016-07-14 13:44:08,68,Thursday,Long
6198,Airport,96,Assigned,Trip Completed,2016-07-15 17:23:01,17:23,2016-07-15 18:11:45,48,Friday,Long
569,Airport,97,Assigned,Trip Completed,2016-07-11 10:37:00,10:37,2016-07-11 11:44:00,66,Monday,Long
1626,Airport,97,Assigned,Trip Completed,2016-07-12 06:58:00,6:58,2016-07-12 07:49:00,50,Tuesday,Long
3505,City,97,Assigned,Trip Completed,2016-07-13 17:37:40,17:37,2016-07-13 18:22:34,44,Wednesday,Medium
3758,City,97,Assigned,Trip Completed,2016-07-13 20:37:56,20:37,2016-07-13 21:16:23,38,Wednesday,Medium
4649,City,97,Assigned,Trip Completed,2016-07-14 11:50:27,11:50,2016-07-14 12:44:54,54,Thursday,Long
4745,Airport,97,Assigned,Trip Completed,2016-07-14 15:06:01,15:06,2016-07-14 16:05:37,59,Thursday,Long
5354,Airport,97,Assigned,Trip Completed,2016-07-14 23:07:32,23:07,2016-07-15 00:01:32,53,Thursday,Long
5953,City,97,Assigned,Trip Completed,2016-07-15 10:42:09,10:42,2016-07-15 11:38:44,56,Friday,Long
6577,City,97,Assigned,Trip Completed,2016-07-15 21:19:03,21:19,2016-07-15 21:48:54,29,Friday,Medium
1565,Airport,98,Assigned,Trip Completed,2016-07-12 06:21:00,6:21,2016-07-12 07:32:00,71,Tuesday,Long
1973,Airport,98,Assigned,Trip Completed,2016-07-12 12:17:00,12:17,2016-07-12 12:47:00,29,Tuesday,Medium
2363,Airport,98,Assigned,Trip Completed,2016-07-12 19:31:00,19:31,2016-07-12 20:32:00,60,Tuesday,Long
2994,City,98,Assigned,Trip Completed,2016-07-13 07:15:27,7:15,2016-07-13 08:12:48,57,Wednesday,Long
3201,Airport,98,Assigned,Trip Completed,2016-07-13 09:33:26,9:33,2016-07-13 10:17:39,44,Wednesday,Medium
3511,City,98,Assigned,Trip Completed,2016-07-13 17:38:17,17:38,2016-07-13 18:54:39,76,Wednesday,Long
3956,Airport,98,Assigned,Trip Completed,2016-07-13 22:47:55,22:47,2016-07-13 23:41:58,54,Wednesday,Long
4359,City,98,Assigned,Trip Completed,2016-07-14 07:27:05,7:27,2016-07-14 08:03:57,36,Thursday,Medium
4798,City,98,Assigned,Trip Completed,2016-07-14 16:52:26,16:52,2016-07-14 17:39:23,46,Thursday,Long
5955,Airport,98,Assigned,Trip Completed,2016-07-15 10:45:56,10:45,2016-07-15 11:48:25,62,Friday,Long
6117,Airport,98,Assigned,Trip Completed,2016-07-15 15:17:13,15:17,2016-07-15 16:06:54,49,Friday,Long
6252,City,98,Assigned,Trip Completed,2016-07-15 18:00:40,18:00,2016-07-15 18:46:03,45,Friday,Medium
101,Airport,99,Assigned,Trip Completed,2016-07-11 05:08:00,5:08,2016-07-11 06:09:00,60,Monday,Long
351,City,99,Assigned,Trip Completed,2016-07-11 07:53:00,7:53,2016-07-11 08:55:00,62,Monday,Long
871,City,99,Assigned,Trip Completed,2016-07-11 17:57:00,17:57,2016-07-11 18:42:00,45,Monday,Medium
1330,Airport,99,Assigned,Trip Completed,2016-07-11 23:11:00,23:11,2016-07-12 00:14:00,63,Monday,Long
3227,Airport,99,Assigned,Trip Completed,2016-07-13 09:52:49,9:52,2016-07-13 10:33:38,40,Wednesday,Medium
4921,City,99,Assigned,Trip Completed,2016-07-14 18:14:26,18:14,2016-07-14 19:20:18,65,Thursday,Long
5373,City,99,Assigned,Trip Completed,2016-07-14 23:42:23,23:42,2016-07-15 00:17:24,35,Thursday,Medium
6612,Airport,99,Assigned,Trip Completed,2016-07-15 21:49:41,21:49,2016-07-15 22:28:38,38,Friday,Medium
50,City,100,Assigned,Trip Completed,2016-07-11 03:22:00,3:22,2016-07-11 03:57:00,34,Monday,Medium
102,Airport,100,Assigned,Trip Completed,2016-07-11 05:01:00,5:01,2016-07-11 05:38:00,37,Monday,Medium
211,City,100,Assigned,Trip Completed,2016-07-11 06:08:00,6:08,2016-07-11 06:47:00,38,Monday,Medium
510,City,100,Assigned,Trip Completed,2016-07-11 09:40:00,9:40,2016-07-11 11:01:00,80,Monday,Long
1548,Airport,100,Assigned,Trip Completed,2016-07-12 06:10:00,6:10,2016-07-12 07:12:00,62,Tuesday,Long
2208,City,100,Assigned,Trip Completed,2016-07-12 17:59:00,17:59,2016-07-12 19:00:00,60,Tuesday,Long
4030,City,100,Assigned,Trip Completed,2016-07-14 00:13:43,0:13,2016-07-14 00:47:55,34,Thursday,Medium
4370,City,100,Assigned,Trip Completed,2016-07-14 07:36:53,7:36,2016-07-14 08:16:29,39,Thursday,Medium
5834,Airport,100,Assigned,Trip Completed,2016-07-15 08:54:03,8:54,2016-07-15 10:05:53,71,Friday,Long
639,City,101,Assigned,Trip Completed,2016-07-11 12:28:00,12:28,2016-07-11 12:56:00,28,Monday,Medium
1451,Airport,101,Assigned,Trip Completed,2016-07-12 04:53:00,4:53,2016-07-12 05:40:00,46,Tuesday,Long
2335,City,101,Assigned,Trip Completed,2016-07-12 19:15:00,19:15,2016-07-12 20:02:00,46,Tuesday,Long
2572,Airport,101,Assigned,Trip Completed,2016-07-12 21:35:00,21:35,2016-07-12 22:42:00,66,Tuesday,Long
3326,Airport,101,Assigned,Trip Completed,2016-07-13 12:29:20,12:29,2016-07-13 13:09:40,40,Wednesday,Medium
3916,City,101,Assigned,Trip Completed,2016-07-13 22:08:13,22:08,2016-07-13 23:22:35,74,Wednesday,Long
4514,City,101,Assigned,Trip Completed,2016-07-14 09:16:24,9:16,2016-07-14 10:16:38,60,Thursday,Long
6604,City,101,Assigned,Trip Completed,2016-07-15 21:42:04,21:42,2016-07-15 22:19:18,37,Friday,Medium
373,Airport,102,Assigned,Trip Completed,2016-07-11 08:09:00,8:09,2016-07-11 09:16:00,66,Monday,Long
1338,Airport,102,Assigned,Trip Completed,2016-07-11 23:23:00,23:23,2016-07-11 23:58:00,34,Monday,Medium
